trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.45, 'e': 0.39851904108451414}",35,0,-115.06770858513552,"{0: 26, 1: 5, 2: 1, 3: 0, 4: 3}",0
186,False,"{'a': 0.45, 'e': 0.39653141907499284}",25,19,9.660729756549646,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.45, 'e': 0.3945537103716011}",20,0,15.847993692724478,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
188,False,"{'a': 0.45, 'e': 0.39258586553151836}",20,8,-12.445321639606163,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
189,False,"{'a': 0.45, 'e': 0.3906278353585211}",25,5,0.15020618413126785,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.45, 'e': 0.388679570901753}",35,21,21.111947538005694,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.45, 'e': 0.3867410234545012}",20,13,12.522236378607108,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.45, 'e': 0.3848121445529785}",25,6,10.968952647248253,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
193,False,"{'a': 0.45, 'e': 0.38289288597511206}",25,12,11.439081905557934,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.45, 'e': 0.38098319973933725}",20,6,12.035445812947774,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.45, 'e': 0.37908303810339883}",25,9,-62.18199439371465,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 2}",1
196,False,"{'a': 0.45, 'e': 0.37719235356315695}",20,14,1.789390473064692,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.45, 'e': 0.37531109885139957}",30,16,13.945651086191196,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.45, 'e': 0.37343922693666093}",20,11,-9.796511725618958,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
199,False,"{'a': 0.45, 'e': 0.3715766910220457}",20,0,8.524971040283862,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
200,False,"{'a': 0.45, 'e': 0.369723444544059}",30,4,-23.03470519758477,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 1}",1
201,False,"{'a': 0.45, 'e': 0.36787944117144233}",25,18,-29.9000872486251,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
202,False,"{'a': 0.45, 'e': 0.36604463480401533}",35,0,-22.15751390996129,"{0: 31, 1: 1, 2: 2, 3: 0, 4: 1}",0
203,False,"{'a': 0.45, 'e': 0.3642189795715233}",25,8,28.232005411934498,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.45, 'e': 0.36240242983249027}",20,9,8.922480070076933,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.45, 'e': 0.3605949401730783}",30,17,4.222659118947076,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.45, 'e': 0.3587964654059516}",30,0,-37.803666975807886,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",1
207,False,"{'a': 0.45, 'e': 0.3570069605691474}",25,11,11.864603815143651,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.45, 'e': 0.3552263809249515}",25,14,9.172161932958144,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.45, 'e': 0.35345468195878016}",25,14,16.331296700788663,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.45, 'e': 0.3516918193780669}",20,0,-36.40310866730865,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
211,False,"{'a': 0.45, 'e': 0.3499377491111553}",20,11,-37.60342958142277,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
212,False,"{'a': 0.45, 'e': 0.3481924273061976}",20,8,-5.846692243410085,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
213,False,"{'a': 0.45, 'e': 0.3464558103300574}",30,14,6.948734661687681,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
214,False,"{'a': 0.45, 'e': 0.3447278547672202}",20,0,0.24821311947915725,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
215,False,"{'a': 0.45, 'e': 0.34300851741870664}",20,5,-3.306684724424154,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
216,False,"{'a': 0.45, 'e': 0.3412977553009937}",25,15,4.503327626800869,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.45, 'e': 0.3395955256449391}",20,0,25.564000763545263,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
218,False,"{'a': 0.45, 'e': 0.33790178589471304}",25,5,-18.02857807459622,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
219,False,"{'a': 0.45, 'e': 0.3362164937067333}",25,9,-4.499532723953948,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
220,False,"{'a': 0.45, 'e': 0.3345396069486076}",25,17,2.5212738684658147,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.45, 'e': 0.33287108369807955}",25,3,-35.55570549173659,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
222,False,"{'a': 0.45, 'e': 0.331210882241981}",25,9,27.837256920113454,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.45, 'e': 0.32955896107518906}",25,12,10.716011433096122,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.45, 'e': 0.32791527889958855}",20,13,12.836083111032522,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.45, 'e': 0.32627979462303947}",20,7,9.452293274122907,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.45, 'e': 0.32465246735834974}",25,16,18.721072010315638,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.45, 'e': 0.3230332564222529}",25,0,-14.62126050466352,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
228,False,"{'a': 0.45, 'e': 0.32142212133439135}",30,6,0.6364194321601757,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 0}",1
229,False,"{'a': 0.45, 'e': 0.31981902181630384}",20,0,17.778861860667725,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
230,False,"{'a': 0.45, 'e': 0.3182239177904191}",20,6,-4.40039556747088,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
231,False,"{'a': 0.45, 'e': 0.31663676937905316}",25,10,1.804617088687716,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
232,False,"{'a': 0.45, 'e': 0.3150575369034133}",25,19,11.133703926352176,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.45, 'e': 0.3134861808826053}",30,10,31.47794550769262,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.45, 'e': 0.31192266203264674}",20,5,-32.03205344266456,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
235,False,"{'a': 0.45, 'e': 0.31036694126548503}",25,7,10.41585072728396,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.45, 'e': 0.30881897968801986}",25,12,12.858052921611447,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.45, 'e': 0.30727873860113125}",30,20,18.536215413633705,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.45, 'e': 0.30574617949871175}",25,13,22.846896455349423,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.45, 'e': 0.3042212640667041}",20,5,9.834369340449667,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.45, 'e': 0.30270395418214285}",25,0,-70.30636643336263,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
241,False,"{'a': 0.45, 'e': 0.30119421191220214}",25,12,21.317730258611476,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.45, 'e': 0.2996919995132463}",20,9,11.392141470294343,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.45, 'e': 0.2981972794298874}",20,1,-27.00961019918791,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
244,False,"{'a': 0.45, 'e': 0.29671001429404525}",30,23,12.997087650023255,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.45, 'e': 0.2952301669240142}",25,11,15.826461435212371,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.45, 'e': 0.29375770032353277}",25,4,-0.8450999316740055,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.45, 'e': 0.2922925776808594}",20,0,-8.899197229609612,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
248,False,"{'a': 0.45, 'e': 0.29083476236785155}",25,13,-36.31393219818926,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
249,False,"{'a': 0.45, 'e': 0.2893842179390506}",20,10,16.66378183704068,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.45, 'e': 0.2879409081307702}",30,16,-9.935749020521353,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
251,False,"{'a': 0.45, 'e': 0.2865047968601901}",25,0,18.421451452237974,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
252,False,"{'a': 0.45, 'e': 0.28507584822445353}",20,14,10.054250493174635,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.45, 'e': 0.2836540264997704}",25,0,17.343633952559205,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
254,False,"{'a': 0.45, 'e': 0.2822392961405233}",20,0,8.957594359659845,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
255,False,"{'a': 0.45, 'e': 0.2808316217783798}",20,8,6.272685343204944,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.45, 'e': 0.2794309682214073}",30,13,-12.048545607879268,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
257,False,"{'a': 0.45, 'e': 0.27803730045319414}",30,20,10.619197657865419,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.45, 'e': 0.2766505836319734}",20,7,9.224302412986484,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.45, 'e': 0.27527078308975234}",25,0,-68.13474904120135,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
260,False,"{'a': 0.45, 'e': 0.2738978643314456}",25,14,18.381873737254754,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.45, 'e': 0.2725317930340126}",30,15,15.830865421201302,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.45, 'e': 0.2711725350455999}",25,17,-68.31916707211661,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
263,False,"{'a': 0.45, 'e': 0.2698200563846868}",25,11,11.51301329217779,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.45, 'e': 0.2684743232392366}",30,6,-38.82224448435981,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 1}",1
265,False,"{'a': 0.45, 'e': 0.26713530196585034}",25,8,-52.59470708191627,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
266,False,"{'a': 0.45, 'e': 0.2658029590889266}",20,10,17.977413538835442,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.45, 'e': 0.26447726129982396}",20,0,-70.9409561449742,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
268,False,"{'a': 0.45, 'e': 0.2631581754560287}",30,13,1.7480828647558304,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
269,False,"{'a': 0.45, 'e': 0.261845668580326}",25,0,6.561768081956214,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
270,False,"{'a': 0.45, 'e': 0.2605397078599756}",30,0,-2.292464087035377,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
271,False,"{'a': 0.45, 'e': 0.2592402606458915}",25,8,-2.5011463598786188,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
272,False,"{'a': 0.45, 'e': 0.2579472944518257}",20,8,21.081128151260454,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.45, 'e': 0.2566607769535559}",20,4,3.1538005025023272,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
274,False,"{'a': 0.45, 'e': 0.2553806759880777}",20,16,7.383001482224104,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.45, 'e': 0.25410695955280027}",25,20,6.520526298014531,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.45, 'e': 0.25283959580474646}",25,17,-28.126632240653784,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
277,False,"{'a': 0.45, 'e': 0.25157855305975646}",25,17,12.96938969135285,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.45, 'e': 0.2503237997916961}",20,16,7.570683544129251,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.45, 'e': 0.24907530463166816}",30,18,22.687838946452043,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.45, 'e': 0.24783303636722875}",20,7,-36.515029910995224,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
281,False,"{'a': 0.45, 'e': 0.24659696394160643}",25,8,3.2655539146340695,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.45, 'e': 0.24536705645292634}",30,11,17.577554336489612,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.45, 'e': 0.2441432831534371}",25,13,22.01317259878731,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.45, 'e': 0.24292561344874244}",20,11,15.198492467859403,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.45, 'e': 0.24171401689703645}",20,13,-41.50082610046052,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
286,False,"{'a': 0.45, 'e': 0.24050846320834213}",20,6,13.927430157562563,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.45, 'e': 0.23930892224375455}",20,8,21.952127296138904,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.45, 'e': 0.23811536401468703}",30,14,20.908332281410555,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.45, 'e': 0.23692775868212176}",25,13,-2.152708494324008,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
290,False,"{'a': 0.45, 'e': 0.23574607655586352}",20,10,3.256550626382012,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.45, 'e': 0.23457028809379765}",20,14,10.520946941871268,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.45, 'e': 0.23340036390115132}",20,4,15.071347820629425,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.45, 'e': 0.23223627472975883}",20,0,-28.859342951488703,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
294,False,"{'a': 0.45, 'e': 0.23107799147733019}",30,5,22.9741168829995,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.45, 'e': 0.22992548518672384}",25,6,8.35285286046688,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
296,False,"{'a': 0.45, 'e': 0.22877872704522242}",25,0,-11.28336241715988,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
297,False,"{'a': 0.45, 'e': 0.22763768838381274}",25,0,-14.001803546227897,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
298,False,"{'a': 0.45, 'e': 0.22650234067646874}",20,14,8.076161502241492,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.45, 'e': 0.22537265553943872}",25,9,1.2714608238536016,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
300,False,"{'a': 0.45, 'e': 0.22424860473053532}",35,15,-8.581453324548853,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
301,False,"{'a': 0.45, 'e': 0.22313016014842982}",20,0,1.6257335264967328,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
302,False,"{'a': 0.45, 'e': 0.22201729383194937}",25,8,32.76614264092477,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.45, 'e': 0.2209099779593782}",35,11,-81.84219454362108,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 3}",1
304,False,"{'a': 0.45, 'e': 0.21980818484776168}",20,9,-25.212738955961417,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
305,False,"{'a': 0.45, 'e': 0.21871188695221475}",25,10,2.486013737045611,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
306,False,"{'a': 0.45, 'e': 0.21762105686523284}",20,14,11.414886551090886,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.45, 'e': 0.21653566731600707}",20,6,-58.377225576387126,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
308,False,"{'a': 0.45, 'e': 0.21545569116974203}",30,12,17.347581224929943,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.45, 'e': 0.21438110142697794}",20,9,-0.4293870824644763,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.45, 'e': 0.21331187122291523}",25,17,-4.941627574188549,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
311,False,"{'a': 0.45, 'e': 0.21224797382674304}",20,7,7.233803692613484,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.45, 'e': 0.21118938264097117}",30,6,-26.068397659221723,"{0: 20, 1: 3, 2: 0, 3: 0, 4: 1}",1
313,False,"{'a': 0.45, 'e': 0.21013607120076472}",35,21,22.818362357154026,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.45, 'e': 0.20908801317328293}",30,13,27.55628388476492,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.45, 'e': 0.20804518235702046}",20,16,7.082415432853287,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.45, 'e': 0.20700755268115265}",25,0,5.472944621123807,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
317,False,"{'a': 0.45, 'e': 0.20597509820488344}",20,10,18.514778275571093,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.45, 'e': 0.2049477931167973}",25,13,0.4330427028562749,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
319,False,"{'a': 0.45, 'e': 0.20392561173421342}",30,14,16.033514966867067,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.45, 'e': 0.20290852850254407}",20,9,22.04597195791778,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.45, 'e': 0.20189651799465538}",20,6,-13.89460064457477,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
322,False,"{'a': 0.45, 'e': 0.20088955491023208}",35,21,20.844476857297828,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.45, 'e': 0.1998876140751445}",25,10,26.000258305695738,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.45, 'e': 0.19889067044081962}",25,12,-11.473655942165678,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
325,False,"{'a': 0.45, 'e': 0.19789869908361465}",20,5,-35.89091928906824,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
326,False,"{'a': 0.45, 'e': 0.19691167520419406}",20,6,9.884599268368241,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.45, 'e': 0.19592957412690934}",25,11,-14.953786237925714,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
328,False,"{'a': 0.45, 'e': 0.1949523712991825}",25,8,20.475933888466987,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.45, 'e': 0.19398004229089189}",30,10,7.8572165490835255,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
330,False,"{'a': 0.45, 'e': 0.19301256279376172}",25,12,21.093630674249443,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.45, 'e': 0.19204990862075408}",30,18,-17.067427688578423,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
332,False,"{'a': 0.45, 'e': 0.19109205570546464}",20,6,29.42012938368277,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.45, 'e': 0.1901389801015205}",20,15,9.432016676019726,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.45, 'e': 0.18919065798198204}",30,14,-16.20843708776437,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
335,False,"{'a': 0.45, 'e': 0.1882470656387468}",25,5,-58.34665767255651,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
336,False,"{'a': 0.45, 'e': 0.18730817948195702}",20,6,-0.8160752255139732,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
337,False,"{'a': 0.45, 'e': 0.18637397603940997}",20,6,2.590627560487542,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.45, 'e': 0.18544443195597088}",25,13,18.7210741691262,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.45, 'e': 0.18451952399298926}",30,16,16.974972926088125,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.45, 'e': 0.18359922902771786}",25,16,7.081991185944546,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.45, 'e': 0.18268352405273466}",25,2,41.32345493812951,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.45, 'e': 0.1817723861753675}",25,12,-2.098563049921199,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
343,False,"{'a': 0.45, 'e': 0.1808657926171221}",25,7,32.58111586080997,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.45, 'e': 0.17996372071311217}",30,16,25.301107025530882,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.45, 'e': 0.17906614791149322}",20,8,-71.82104917262309,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 2}",1
346,False,"{'a': 0.45, 'e': 0.1781730517728984}",20,9,14.061181648490802,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.45, 'e': 0.17728440996987782}",25,0,32.897765073250746,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.45, 'e': 0.17640020028634}",25,15,-3.4580409284569247,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
349,False,"{'a': 0.45, 'e': 0.17552040061699686}",25,0,-2.172356510668394,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
350,False,"{'a': 0.45, 'e': 0.17464498896681085}",25,3,25.54259239157479,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.45, 'e': 0.17377394345044514}",20,14,13.876120498818448,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.45, 'e': 0.17290724229171636}",30,15,27.17605840481381,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.45, 'e': 0.17204486382305054}",25,13,23.010013734512015,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.45, 'e': 0.1711867864849409}",25,17,13.780118101571192,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.45, 'e': 0.17033298882540943}",20,10,-26.883972709154328,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",1
356,False,"{'a': 0.45, 'e': 0.16948344949947006}",20,16,7.394067740009116,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
