trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
911,False,"{'a': 0.45, 'e': 0.010567204383852655}",30,20,21.010308699260108,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.45, 'e': 0.010514500232113012}",25,10,28.746933909245442,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.45, 'e': 0.010462058943426795}",20,6,28.3085707470176,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.45, 'e': 0.01040987920675907}",35,17,35.120451361567696,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.45, 'e': 0.010357959717613696}",20,10,15.734464194734109,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.45, 'e': 0.01030629917800074}",20,10,20.80261532858177,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.45, 'e': 0.010254896296404022}",25,16,19.25413049336055,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.45, 'e': 0.010203749787748823}",30,10,34.08666157480168,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.45, 'e': 0.010152858373369763}",25,15,18.838021482526678,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.45, 'e': 0.010102220780978834}",35,21,27.590714272501778,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.45, 'e': 0.010051835744633576}",25,10,27.150426884670576,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.45, 'e': 0.010001702004705479}",25,14,19.391952903047063,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.45, 'e': 0.00995181830784842}",30,18,19.99112323028385,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.45, 'e': 0.009902183406967382}",30,16,27.861390164639822,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.45, 'e': 0.009852796061187257}",20,9,19.849759530769376,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.45, 'e': 0.009803655035821828}",20,0,27.02093191537079,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
927,False,"{'a': 0.45, 'e': 0.009754759102342903}",25,7,30.999076812681718,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.45, 'e': 0.009706107038349598}",20,12,17.21978851048678,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.45, 'e': 0.009657697627537777}",30,21,19.151415906151684,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.45, 'e': 0.009609529659669642}",25,7,34.10470130228894,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.45, 'e': 0.009561601930543505}",20,8,19.268826365300832,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.45, 'e': 0.00951391324196363}",30,18,26.64890864631998,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.45, 'e': 0.009466462401710323}",25,8,30.431255286991526,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.45, 'e': 0.009419248223510103}",25,10,24.652721719371442,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.45, 'e': 0.009372269527006058}",20,3,28.40820864927288,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.45, 'e': 0.009325525137728326}",30,12,34.57968895225359,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.45, 'e': 0.009279013887064744}",25,18,14.385968595262348,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.45, 'e': 0.00923273461223161}",30,20,15.470744119459468,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.45, 'e': 0.009186686156244664}",20,12,16.326426238552028,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.45, 'e': 0.009140867367890097}",25,3,30.608519594522495,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.45, 'e': 0.009095277101695816}",25,12,24.304931063577087,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.45, 'e': 0.009049914217902789}",20,1,33.89513755247325,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.45, 'e': 0.00900477758243656}",25,10,30.565283610604823,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.45, 'e': 0.00895986606687889}",20,4,21.52732383492338,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.45, 'e': 0.008915178548439553}",30,16,26.415705760165054,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.45, 'e': 0.008870713909928251}",20,10,19.150345033010606,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.45, 'e': 0.008826471039726723}",25,18,12.057941151566904,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.45, 'e': 0.0087824488317609}",25,14,24.286231622870353,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.45, 'e': 0.00873864618547329}",25,17,18.521151715260576,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.45, 'e': 0.008695062005795456}",20,12,1.4219649727310109,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
951,False,"{'a': 0.45, 'e': 0.008651695203120634}",30,11,33.87463757480005,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.45, 'e': 0.0086085446932765}",20,9,20.37192472183012,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.45, 'e': 0.00856560939749806}",25,7,33.92621849515426,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.45, 'e': 0.008522888242400684}",20,9,21.975822784814444,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.45, 'e': 0.00848038015995326}",20,8,17.911512604538974,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.45, 'e': 0.00843808408745153}",25,18,14.225513307465437,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.45, 'e': 0.00839599896749147}",35,17,35.23942016111405,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.45, 'e': 0.00835412374794289}",30,19,19.163793455850435,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.45, 'e': 0.008312457381923119}",25,13,23.112084152294067,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.45, 'e': 0.008270998827770836}",25,18,13.748447596575424,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.45, 'e': 0.00822974704902003}",25,14,21.49410200998049,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.45, 'e': 0.008188701014374083}",20,11,13.44461197377566,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.45, 'e': 0.008147859697679982}",25,11,25.683770249373573,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.45, 'e': 0.008107222077902699}",25,14,18.678637786124902,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.45, 'e': 0.008066787139099614}",30,15,28.418915933636537,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.45, 'e': 0.008026553870395154}",20,11,15.398544598325216,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.45, 'e': 0.007986521265955502}",30,15,28.431632353990288,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.45, 'e': 0.007946688324963464}",25,13,22.9074413116948,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.45, 'e': 0.007907054051593441}",20,9,18.863781335499322,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.45, 'e': 0.007867617454986535}",20,10,18.48688083078557,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.45, 'e': 0.007828377549225767}",20,9,9.157408745006759,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
972,False,"{'a': 0.45, 'e': 0.007789333353311466}",20,16,10.693912199608285,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.45, 'e': 0.007750483891136692}",25,14,22.749202898978805,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.45, 'e': 0.0077118281914628686}",20,14,13.11184986161382,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.45, 'e': 0.007673365287895489}",25,11,28.049533717122745,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.45, 'e': 0.007635094218859962}",25,8,30.00646190234541,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.45, 'e': 0.007597014027577567}",20,12,16.065485765532852,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.45, 'e': 0.007559123762041541}",25,11,29.51312031320336,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.45, 'e': 0.00752142247499327}",20,0,27.157569458564176,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
980,False,"{'a': 0.45, 'e': 0.007483909223898608}",20,12,14.67661838509164,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.45, 'e': 0.007446583070924338}",25,7,35.35254471240496,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.45, 'e': 0.007409443082914684}",20,15,10.723866617067209,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.45, 'e': 0.007372488331368012}",20,14,12.060498867074838,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.45, 'e': 0.007335717892413608}",25,13,22.683250775003323,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.45, 'e': 0.007299130846788583}",30,16,24.92317562382302,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.45, 'e': 0.0072627262798148915}",30,20,20.545007639592736,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.45, 'e': 0.0072265032813764625}",20,16,8.608557564448438,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.45, 'e': 0.007190460945896442}",30,13,30.11971379623595,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.45, 'e': 0.007154598372314579}",20,8,21.435295389620403,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.45, 'e': 0.00711891466406466}",20,6,25.79432925107268,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.45, 'e': 0.0070834089290521185}",25,17,16.469374710680103,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.45, 'e': 0.007048080279631732}",25,15,18.87197684129903,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.45, 'e': 0.007012927832585425}",20,16,8.497719899064911,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.45, 'e': 0.0069779507091001875}",20,6,27.442169056857175,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.45, 'e': 0.0069431480347461145}",20,10,16.03066627721681,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.45, 'e': 0.006908518939454525}",30,15,27.780976581908668,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.45, 'e': 0.006874062557496248}",25,13,11.107154853016368,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
998,False,"{'a': 0.45, 'e': 0.006839778027459933}",35,18,31.8994857798558,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.45, 'e': 0.006805664492230543}",20,8,22.413152977913743,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.45, 'e': 0.006771721098967921}",20,15,11.001417604276085,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.45, 'e': 0.006737946999085467}",30,8,38.44206750949514,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.45, 'e': 0.006704341348228926}",20,12,17.433207724330988,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.45, 'e': 0.0066709033062552735}",30,21,17.626480716153694,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.45, 'e': 0.0066376320372117225}",20,10,20.11433616637334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1005,False,"{'a': 0.45, 'e': 0.006604526709314805}",20,9,18.53480481460013,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.45, 'e': 0.006571586494929613}",30,15,28.55281025064764,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.45, 'e': 0.006538810570549064}",25,16,16.246602912320355,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'a': 0.45, 'e': 0.006506198116773342}",30,22,17.334832197650435,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'a': 0.45, 'e': 0.006473748318289405}",25,16,17.112976624051065,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.45, 'e': 0.006441460363850599}",35,21,26.735987568250405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1011,False,"{'a': 0.45, 'e': 0.006409333446256383}",25,7,25.23631250462058,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.45, 'e': 0.0063773667623321425}",25,5,36.09965630298321,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.45, 'e': 0.00634555951290911}",25,16,17.484177486185587,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.45, 'e': 0.006313910902804404}",30,13,38.52808513711266,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.45, 'e': 0.006282420140801118}",30,20,18.24784365667853,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.45, 'e': 0.006251086439628561}",25,17,16.10277134911258,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.45, 'e': 0.006219909015942573}",30,16,24.930760090105096,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'a': 0.45, 'e': 0.006188887090305937}",30,20,19.234934311452047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.45, 'e': 0.006158019887168897}",25,16,17.07621937057318,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.45, 'e': 0.006127306634849766}",30,13,32.31631281694991,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.45, 'e': 0.006096746565515633}",20,0,36.471258221672144,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.45, 'e': 0.0060663389151631815}",20,9,18.186435891544097,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'a': 0.45, 'e': 0.006036082923599565}",25,14,23.378299770888162,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.45, 'e': 0.0060059778344234175}",20,13,12.730148941122046,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.45, 'e': 0.005976022895005943}",20,10,21.03950356565029,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.45, 'e': 0.005946217356472094}",25,15,18.640377492764014,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.45, 'e': 0.005916560473681857}",25,14,20.95409676206747,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.45, 'e': 0.0058870515052116155}",20,5,27.063621046959852,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.45, 'e': 0.0058576897133356225}",20,13,12.477220155824687,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.45, 'e': 0.005828474364007546}",25,20,10.125406792911646,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.45, 'e': 0.005799404726842141}",25,3,33.12438913108172,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1032,False,"{'a': 0.45, 'e': 0.0057704800750969605}",25,7,35.44014761273054,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.45, 'e': 0.005741699685654202}",30,20,17.494819167923435,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.45, 'e': 0.0057130628390026335}",30,22,14.216176986925198,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1035,False,"{'a': 0.45, 'e': 0.005684568819219595}",20,11,16.598945723132033,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.45, 'e': 0.005656216913953108}",25,17,14.138344713396055,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.45, 'e': 0.005628006414404065}",30,19,20.434346786817,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'a': 0.45, 'e': 0.005599936615308504}",20,11,19.190790644046466,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.45, 'e': 0.005572006814919993}",20,16,7.862749437848095,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.45, 'e': 0.005544216314992064}",20,13,11.275046085276369,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.45, 'e': 0.0055165644207607716}",20,9,20.004958650905795,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1042,False,"{'a': 0.45, 'e': 0.0054890504409273195}",20,11,18.130050345241386,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.45, 'e': 0.005461673687640779}",25,16,15.726276248521543,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'a': 0.45, 'e': 0.005434433476480891}",20,9,18.130910107735353,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.45, 'e': 0.00540732912644096}",20,12,17.56355267534198,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1046,False,"{'a': 0.45, 'e': 0.005380359959910816}",20,8,21.12784868778511,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1047,False,"{'a': 0.45, 'e': 0.005353525302659903}",25,12,21.742313128896715,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.45, 'e': 0.005326824483820385}",20,8,22.11995692943848,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1049,False,"{'a': 0.45, 'e': 0.005300256835870402}",20,10,15.700152892380773,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1050,False,"{'a': 0.45, 'e': 0.005273821694617371}",30,20,17.445367642674448,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.45, 'e': 0.005247518399181385}",20,8,22.32995258027072,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1052,False,"{'a': 0.45, 'e': 0.005221346291978685}",20,13,12.151057877984007,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1053,False,"{'a': 0.45, 'e': 0.005195304718705231}",25,9,27.79933603194103,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.45, 'e': 0.0051693930283203335}",25,11,25.699743419466962,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.45, 'e': 0.005143610573030379}",20,2,35.00039719513422,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1056,False,"{'a': 0.45, 'e': 0.005117956708272651}",20,6,26.283932702332,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1057,False,"{'a': 0.45, 'e': 0.00509243079269919}",20,11,16.40771538823539,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1058,False,"{'a': 0.45, 'e': 0.005067032188160779}",25,13,22.87671663399562,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'a': 0.45, 'e': 0.005041760259690979}",20,15,8.017263720098143,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'a': 0.45, 'e': 0.005016614375490263}",20,6,24.424888202508527,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'a': 0.45, 'e': 0.004991593906910217}",25,18,11.75748553464044,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,20,9.751340648520394,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,8,30.542929156432606,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,15,11.000425622825455,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,12,16.217451629494434,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,14,23.026149209711903,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,11,24.61793494746854,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",30,10,33.6450922309498,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,9,22.035706774227464,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,9,30.68424221464224,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,17,15.388395875968701,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",30,18,23.269616619707886,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",20,6,25.576902422419142,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",30,15,28.094747892970325,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",30,13,35.62216037697681,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",30,19,19.295233698553222,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",20,12,14.5995691590994,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",25,13,19.930441420295793,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",20,10,20.565026387042103,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",30,10,35.45623330955501,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",30,18,17.444826764252447,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.0, 'e': 0.0}",25,0,41.53088990208448,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
22,True,"{'a': 0.0, 'e': 0.0}",25,6,31.609888210450805,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.0, 'e': 0.0}",20,12,17.148894041997842,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.0, 'e': 0.0}",20,5,31.433048498985755,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.0, 'e': 0.0}",20,9,19.62065858470056,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0.0, 'e': 0.0}",30,16,24.565710997721332,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.0, 'e': 0.0}",20,11,18.42827211445945,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.0, 'e': 0.0}",20,12,12.31139571775272,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0.0, 'e': 0.0}",30,15,29.14760925520326,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0.0, 'e': 0.0}",20,11,17.47743285050233,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0.0, 'e': 0.0}",30,22,18.040002355196716,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0.0, 'e': 0.0}",25,14,20.9746732352211,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0.0, 'e': 0.0}",25,13,25.04675043652512,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0.0, 'e': 0.0}",35,21,23.404098435423652,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0.0, 'e': 0.0}",30,17,24.37427874413891,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0.0, 'e': 0.0}",20,8,24.85225308495581,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
